drone_id,package_weight,package_length,package_width,package_height,package_destination_city,package_destination_country,package_origin_country,package_delivery_date,package_value,package_insurance,drone_cost,drone_manufacture,drone_model
517,214.93,88,3.86,94.69,Lusk,Ireland,Ireland,11-10-2012,Euro,FALSE,5059,Holy Stone,DJI Inspire 2
518,445.91,76.31,37.23,13.96,Ballisodare,Ireland,Ireland,12-01-2012,Euro,TRUE,6589,Parrot,DJI Inspire 2
519,213.39,44.32,91.73,82.04,Mallow,Ireland,Ireland,09-11-2013,Euro,FALSE,5642,Yuneec,DJI Inspire 2
520,307.17,7.94,12.25,62.66,Cluain Meala,Ireland,Ireland,6/13/2014,Euro,TRUE,9492,JJRC,DJI Phantom 4
521,202.67,44.87,18.62,10.85,Gort,Ireland,Ireland,5/24/2012,Euro,FALSE,6348,UDI,Yuneec Typhoon H Pro
522,285.96,38.27,93.93,22.87,Dalkey,Ireland,Ireland,5/23/2012,Euro,FALSE,279,Potensic,Yuneec Typhoon H Pro
523,366.4,53.62,40.74,71.11,Dalkey,Ireland,Ireland,10-02-2015,Euro,TRUE,6243,3DR,Yuneec Typhoon H Pro
524,248.51,20.09,4.37,48.34,Kinlough,Ireland,Ireland,9/29/2015,Euro,FALSE,5406,3DR,Parrot Bebop 2
525,339.42,22.23,25.05,54.42,Moate,Ireland,Ireland,11/25/2014,Euro,FALSE,1869,DJI,DJI Inspire 2
526,16.28,52.45,57.14,53.38,Longford,Ireland,Ireland,02-07-2015,Euro,TRUE,8459,UDI,DJI Inspire 2
527,132.92,14.1,74.21,44.63,Castleknock,Ireland,Ireland,04-05-2014,Euro,FALSE,4745,Holy Stone,Yuneec Typhoon H Pro
528,428.79,67.08,22.65,44.34,Kinnegad,Ireland,Ireland,2/26/2013,Euro,TRUE,9469,Yuneec,DJI Phantom 4
529,17.4,57.29,17.55,43.86,Tullyallen,Ireland,Ireland,12-11-2012,Euro,TRUE,2989,Holy Stone,DJI Mavic Pro
530,497.05,67.88,19.76,22.91,Monaghan,Ireland,Ireland,11-08-2014,Euro,TRUE,1755,DJI,DJI Phantom 4
531,174.12,34.84,86.36,71.57,Ballinteer,Ireland,Ireland,9/29/2012,Euro,TRUE,5388,UDI,DJI Phantom 4
532,117.46,52.39,63.4,63,Coolock,Ireland,Ireland,8/21/2015,Euro,FALSE,1980,Syma,Parrot Bebop 2
533,275.6,98.96,54.71,85.26,Sutton,Ireland,Ireland,12-10-2012,Euro,FALSE,7978,UDI,DJI Mavic Pro
534,281.42,95.08,92.79,18.29,Old Kilcullen,Ireland,Ireland,10-01-2014,Euro,TRUE,4421,Hubsan,Yuneec Typhoon H Pro
535,244.43,20.99,93.95,48.69,Oranmore,Ireland,Ireland,9/14/2013,Euro,TRUE,882,Parrot,Yuneec Typhoon H Pro
536,94.57,25.46,16.82,44.31,Dungloe,Ireland,Ireland,12/22/2013,Euro,TRUE,935,UDI,Yuneec Typhoon H Pro
537,188.23,64.06,58.51,11.88,Dún Laoghaire,Ireland,Ireland,5/27/2013,Euro,TRUE,3798,Hubsan,DJI Mavic Pro
538,35.33,61.24,35.81,4.16,Ballyboden,Ireland,Ireland,4/18/2012,Euro,FALSE,9917,3DR,DJI Inspire 2
539,236.96,7.55,86.81,24.57,Swinford,Ireland,Ireland,7/21/2014,Euro,FALSE,5341,Parrot,DJI Mavic Pro
540,470.82,29.32,97.71,78.47,Ferbane,Ireland,Ireland,07-11-2014,Euro,FALSE,3652,UDI,DJI Mavic Pro
541,398.64,48.26,38.84,26.18,Castlerea,Ireland,Ireland,8/17/2014,Euro,TRUE,6932,Autel Robotics,DJI Phantom 4
542,42.57,78.65,58.87,11.86,Ballylinan,Ireland,Ireland,7/15/2015,Euro,FALSE,578,Autel Robotics,Parrot Bebop 2
543,300.53,29.31,8.49,12.69,Kilkenny,Ireland,Ireland,12/27/2012,Euro,FALSE,9346,Yuneec,Parrot Bebop 2
544,262.85,8.56,51.01,56.41,Bearna,Ireland,Ireland,07-10-2014,Euro,TRUE,6439,Yuneec,Parrot Bebop 2
545,16.05,14.16,76.35,18.85,Castlemartyr,Ireland,Ireland,12-04-2012,Euro,TRUE,7366,3DR,Yuneec Typhoon H Pro
546,205.96,50.96,20.49,13.83,Sutton,Ireland,Ireland,11/24/2014,Euro,TRUE,4587,Potensic,Yuneec Typhoon H Pro
547,352.5,1.17,62.89,81.81,Fairview,Ireland,Ireland,03-06-2012,Euro,TRUE,9005,Holy Stone,DJI Mavic Pro
548,209.93,87.25,13.16,8.07,Watergrasshill,Ireland,Ireland,5/22/2013,Euro,TRUE,6069,Hubsan,DJI Mavic Pro
549,77.28,19.26,73.26,47.68,Clones,Ireland,Ireland,05-06-2015,Euro,TRUE,4499,JJRC,DJI Mavic Pro
550,486.89,15.32,92.06,47.64,Booterstown,Ireland,Ireland,05-11-2014,Euro,FALSE,5608,UDI,Yuneec Typhoon H Pro
551,356.98,3.92,42.53,35.72,Oranmore,Ireland,Ireland,03-11-2013,Euro,FALSE,6061,UDI,Yuneec Typhoon H Pro
552,383.62,81.97,47.55,88.35,Cork,Ireland,Ireland,07-05-2015,Euro,FALSE,4517,Yuneec,DJI Phantom 4
553,362.9,35.75,38.17,84.16,Monkstown,Ireland,Ireland,12/21/2015,Euro,TRUE,4416,Autel Robotics,DJI Inspire 2
554,211.95,21.59,51.47,46.22,Kinnegad,Ireland,Ireland,06-10-2013,Euro,TRUE,4896,Potensic,DJI Phantom 4
555,91.85,30.95,15.24,82.12,Castleknock,Ireland,Ireland,04-08-2013,Euro,FALSE,2545,Autel Robotics,DJI Phantom 4
556,455.48,71.78,17.19,44.7,Kinnegad,Ireland,Ireland,07-02-2015,Euro,FALSE,9520,DJI,Yuneec Typhoon H Pro
557,181.56,86.94,81.19,32.62,Clifden,Ireland,Ireland,11-05-2013,Euro,FALSE,5443,DJI,Yuneec Typhoon H Pro
558,84.7,93.19,72.54,48.34,Gweedore,Ireland,Ireland,11-01-2013,Euro,TRUE,7749,DJI,DJI Mavic Pro
559,164.3,30.09,10.98,42.59,Muff,Ireland,Ireland,2/13/2014,Euro,FALSE,3977,Potensic,Parrot Bebop 2
560,47.34,69.3,61.01,38.07,Swords,Ireland,Ireland,3/13/2014,Euro,FALSE,7126,3DR,DJI Phantom 4
561,343.79,45.52,35.4,54.87,Kilkenny,Ireland,Ireland,03-07-2014,Euro,FALSE,9802,Hubsan,Yuneec Typhoon H Pro
562,415.88,37.33,89.12,9.69,Rathangan,Ireland,Ireland,12-08-2012,Euro,TRUE,5925,UDI,Parrot Bebop 2
563,409.22,9.74,12.98,20.78,Tower,Ireland,Ireland,4/17/2012,Euro,TRUE,9405,Autel Robotics,Parrot Bebop 2
564,453.95,86.54,56.91,21,Carrigaline,Ireland,Ireland,7/14/2013,Euro,TRUE,1814,Hubsan,DJI Phantom 4
565,12.32,36.09,76.25,23.09,Watergrasshill,Ireland,Ireland,5/17/2015,Euro,TRUE,6826,Potensic,DJI Phantom 4
566,441.31,97.2,60.73,43.23,Athlone,Ireland,Ireland,05-09-2014,Euro,FALSE,3101,Hubsan,DJI Mavic Pro
567,239.24,49.56,30.12,83.15,Dún Laoghaire,Ireland,Ireland,6/17/2015,Euro,FALSE,6918,Yuneec,DJI Phantom 4
568,253.29,76.19,91.81,53,Oranmore,Ireland,Ireland,1/29/2013,Euro,FALSE,6881,3DR,DJI Inspire 2
569,132.42,17.15,3.23,85.16,Midleton,Ireland,Ireland,5/24/2013,Euro,TRUE,1338,Potensic,DJI Inspire 2
570,410.19,86.61,11.56,88.69,Tullyallen,Ireland,Ireland,1/26/2012,Euro,TRUE,9544,DJI,Yuneec Typhoon H Pro
571,15.12,93.07,8.4,64,Ballina,Ireland,Ireland,11/23/2013,Euro,TRUE,6248,Autel Robotics,DJI Phantom 4
572,217.1,79.79,13.13,58.28,Kilkenny,Ireland,Ireland,12/24/2014,Euro,TRUE,706,Holy Stone,DJI Mavic Pro
573,330.11,74.42,89.19,31.56,Bailieborough,Ireland,Ireland,04-05-2013,Euro,TRUE,8803,Autel Robotics,Yuneec Typhoon H Pro
574,376.56,18.52,34.03,25.06,Clones,Ireland,Ireland,3/22/2014,Euro,FALSE,3918,Holy Stone,DJI Phantom 4
575,153.14,52.53,81.37,52.84,Castlebellingham,Ireland,Ireland,09-12-2014,Euro,TRUE,5420,Hubsan,DJI Phantom 4
576,307.36,74.15,89.33,80.61,Carrigtwohill,Ireland,Ireland,10/22/2014,Euro,TRUE,3483,Holy Stone,Parrot Bebop 2
577,136.26,18.98,57,38.2,Stradbally,Ireland,Ireland,04-08-2012,Euro,FALSE,9009,Hubsan,Parrot Bebop 2
578,189.68,92.82,9.52,24.42,Tuam,Ireland,Ireland,10-08-2014,Euro,TRUE,4793,3DR,DJI Mavic Pro
579,488.31,41.06,31.69,43.53,Gweedore,Ireland,Ireland,3/14/2015,Euro,TRUE,1757,Syma,DJI Mavic Pro
580,37.51,62.06,51.63,12.08,Enniskerry,Ireland,Ireland,9/27/2012,Euro,FALSE,2513,Autel Robotics,DJI Phantom 4
581,443.46,81.69,28.64,63.41,Boyle,Ireland,Ireland,10-03-2013,Euro,FALSE,6194,3DR,DJI Inspire 2
582,311.43,26.95,46.29,7,Cabinteely,Ireland,Ireland,1/13/2014,Euro,TRUE,1615,DJI,Parrot Bebop 2
583,146.6,42.83,45.19,4.6,Cluain Meala,Ireland,Ireland,03-10-2012,Euro,FALSE,3732,UDI,DJI Mavic Pro
584,81.24,48.15,71.35,3.65,Clifden,Ireland,Ireland,6/26/2013,Euro,FALSE,2314,Potensic,Yuneec Typhoon H Pro
585,356.81,69.32,42.23,8.34,Lusk,Ireland,Ireland,12/23/2014,Euro,FALSE,6092,Potensic,Parrot Bebop 2
586,470.88,34.91,12.12,60.06,Swords,Ireland,Ireland,12-01-2013,Euro,FALSE,4240,UDI,Yuneec Typhoon H Pro
587,413.29,97.19,76.13,20.38,Rathwire,Ireland,Ireland,01-09-2014,Euro,FALSE,3200,3DR,Parrot Bebop 2
588,276.4,6.11,32.88,11.97,Tallaght,Ireland,Ireland,4/23/2014,Euro,FALSE,1634,Holy Stone,DJI Phantom 4
589,388.67,11.81,63.63,6,Castlebridge,Ireland,Ireland,07-06-2013,Euro,TRUE,1819,Holy Stone,DJI Phantom 4
590,473.33,27.91,71.9,60.31,Ardee,Ireland,Ireland,3/20/2012,Euro,FALSE,5973,Yuneec,DJI Inspire 2
591,98.49,93.04,84.04,76.73,Ballylinan,Ireland,Ireland,1/16/2015,Euro,FALSE,9670,Yuneec,Yuneec Typhoon H Pro
592,418.33,9.66,14.51,83.12,Portarlington,Ireland,Ireland,8/15/2015,Euro,FALSE,7455,JJRC,Parrot Bebop 2
593,153.43,36.95,28.86,77.69,Ballymun,Ireland,Ireland,03-04-2013,Euro,FALSE,8899,JJRC,Yuneec Typhoon H Pro
594,146.92,74.22,97.72,84.35,Ballymun,Ireland,Ireland,03-09-2013,Euro,TRUE,177,3DR,DJI Inspire 2
595,343,6.82,84.32,53.87,Coolock,Ireland,Ireland,05-06-2015,Euro,TRUE,967,3DR,DJI Mavic Pro
596,188.74,15.82,26.34,55.82,Leixlip,Ireland,Ireland,3/13/2014,Euro,TRUE,3205,UDI,Parrot Bebop 2
597,191.42,10.92,36.74,84.36,Edgeworthstown,Ireland,Ireland,3/24/2015,Euro,FALSE,136,JJRC,Parrot Bebop 2
598,311.04,43.87,55.05,83.24,Charlesland,Ireland,Ireland,10/23/2013,Euro,TRUE,5809,DJI,DJI Phantom 4
599,113.71,28.76,98.34,23.47,Piltown,Ireland,Ireland,10/18/2015,Euro,TRUE,429,3DR,DJI Phantom 4
600,221.25,35,96.76,52.27,Tallaght,Ireland,Ireland,01-07-2014,Euro,FALSE,6369,3DR,DJI Phantom 4
601,214.91,96.18,81.21,99.44,Kinsealy-Drinan,Ireland,Ireland,10/20/2012,Euro,FALSE,3955,Potensic,DJI Mavic Pro
602,363.99,25.53,53.15,53.59,Kilkenny,Ireland,Ireland,07-08-2014,Euro,TRUE,8623,JJRC,DJI Phantom 4
603,165.63,76.24,65.98,47.1,Ballina,Ireland,Ireland,06-02-2015,Euro,FALSE,2896,DJI,Parrot Bebop 2
604,356.08,40.36,92.27,31.3,Kilcullen,Ireland,Ireland,11-10-2012,Euro,FALSE,2096,DJI,Yuneec Typhoon H Pro
605,28.6,57.46,17.9,14.01,Greenhills,Ireland,Ireland,07-06-2015,Euro,TRUE,6062,Potensic,DJI Mavic Pro
606,134.88,42.2,45.3,78.25,Gort,Ireland,Ireland,10-04-2014,Euro,TRUE,4855,Parrot,DJI Inspire 2
607,262.47,90.25,82.28,80.41,Lusk,Ireland,Ireland,4/17/2015,Euro,TRUE,4904,3DR,DJI Phantom 4
608,199.47,42.37,72.99,73.17,Dunmanway,Ireland,Ireland,3/20/2012,Euro,FALSE,798,DJI,DJI Phantom 4
609,244.58,12.9,40.03,32.66,Longwood,Ireland,Ireland,11-02-2012,Euro,TRUE,2441,Holy Stone,DJI Inspire 2
610,330.55,12.02,58.05,61.87,Mullagh,Ireland,Ireland,7/31/2015,Euro,TRUE,4981,UDI,Yuneec Typhoon H Pro
611,281.43,20.19,36.25,17.92,Ballylinan,Ireland,Ireland,5/21/2013,Euro,FALSE,1092,Hubsan,Yuneec Typhoon H Pro
612,401.17,10.38,96.33,31.53,Fairview,Ireland,Ireland,07-10-2014,Euro,TRUE,3990,Autel Robotics,DJI Inspire 2
613,497.47,62.96,17.09,19.89,Castlebellingham,Ireland,Ireland,11-11-2012,Euro,FALSE,264,DJI,Yuneec Typhoon H Pro
614,249.72,2.57,41.23,69.65,Cloyne,Ireland,Ireland,9/14/2012,Euro,FALSE,1181,Autel Robotics,Parrot Bebop 2
615,446.67,19.45,90.53,13.97,Rathdrum,Ireland,Ireland,11/28/2012,Euro,TRUE,6166,Hubsan,DJI Mavic Pro
616,404.58,57.01,14.78,17.91,Rathangan,Ireland,Ireland,2/27/2013,Euro,FALSE,7607,Potensic,Parrot Bebop 2
617,386.3,18.46,92.3,5.96,Ballina,Ireland,Ireland,5/22/2012,Euro,TRUE,2099,Holy Stone,DJI Mavic Pro
618,389.21,46.15,16.62,64.57,Manorhamilton,Ireland,Ireland,12/22/2015,Euro,TRUE,111,DJI,DJI Phantom 4
619,66.19,5.99,24,75.24,Monaghan,Ireland,Ireland,11/13/2013,Euro,TRUE,6301,Syma,Yuneec Typhoon H Pro
620,303.32,62.69,42.21,32.51,Booterstown,Ireland,Ireland,7/24/2013,Euro,TRUE,7078,Hubsan,Parrot Bebop 2
621,413.31,69.62,12.56,66.32,Nenagh,Ireland,Ireland,3/27/2014,Euro,FALSE,2349,Autel Robotics,DJI Mavic Pro
622,420.14,43.24,32.32,17.3,Sandyford,Ireland,Ireland,11/26/2015,Euro,TRUE,7364,Holy Stone,Yuneec Typhoon H Pro
623,111.5,54.56,97.69,4.89,Ballinteer,Ireland,Ireland,02-11-2012,Euro,FALSE,7815,Hubsan,Parrot Bebop 2
624,57.61,89.56,51.8,61.2,Kinsealy-Drinan,Ireland,Ireland,10/15/2013,Euro,TRUE,4866,DJI,DJI Mavic Pro
625,349.83,6.96,20.3,75.97,Dungloe,Ireland,Ireland,07-09-2012,Euro,TRUE,4054,Hubsan,Yuneec Typhoon H Pro
626,56.89,67.56,58.56,42.13,Tuam,Ireland,Ireland,05-05-2013,Euro,TRUE,540,Yuneec,DJI Phantom 4
627,21.63,86.3,29.09,45.45,Shankill,Ireland,Ireland,02-02-2012,Euro,TRUE,962,Yuneec,Parrot Bebop 2
628,428.24,77.23,46.72,94.12,Cluain Meala,Ireland,Ireland,8/15/2014,Euro,TRUE,5666,Holy Stone,DJI Mavic Pro
629,327.98,7.06,96.23,6.87,Carrigaline,Ireland,Ireland,11/26/2013,Euro,TRUE,1830,Parrot,DJI Inspire 2
630,50.53,83.21,63.99,4.41,Kinlough,Ireland,Ireland,09-02-2015,Euro,TRUE,8838,Potensic,Parrot Bebop 2
631,68.58,59.62,36.61,59.83,Granard,Ireland,Ireland,2/23/2014,Euro,FALSE,2327,DJI,Parrot Bebop 2
632,496.25,28.95,5.44,81.4,Dún Laoghaire,Ireland,Ireland,3/15/2012,Euro,FALSE,5730,Parrot,DJI Inspire 2
633,126.5,16.71,75.79,90.69,Gorey,Ireland,Ireland,5/28/2015,Euro,TRUE,9051,Hubsan,DJI Phantom 4
634,421.96,74.95,28.3,76.89,Whitegate,Ireland,Ireland,11-03-2015,Euro,FALSE,6013,Potensic,DJI Mavic Pro
635,363.12,49.6,82.79,30.67,Dunleer,Ireland,Ireland,10/18/2014,Euro,TRUE,7674,Autel Robotics,Parrot Bebop 2
636,251.78,32.19,72.42,49.79,Edgeworthstown,Ireland,Ireland,11-11-2013,Euro,TRUE,2827,JJRC,DJI Mavic Pro
637,440.76,96.92,64.94,38.21,Donnycarney,Ireland,Ireland,07-01-2014,Euro,TRUE,587,Potensic,DJI Mavic Pro
638,193.71,83.8,84.07,12.62,Cork,Ireland,Ireland,11-02-2013,Euro,FALSE,5224,Potensic,DJI Inspire 2
639,346.19,98.78,51.73,42.84,Macroom,Ireland,Ireland,4/20/2013,Euro,TRUE,6021,3DR,DJI Inspire 2
640,167.32,17.5,28.97,38.46,Ballymun,Ireland,Ireland,6/26/2013,Euro,TRUE,4652,Hubsan,DJI Mavic Pro
641,22.76,39.29,36.56,70.26,Cavan,Ireland,Ireland,11-08-2015,Euro,TRUE,7177,DJI,DJI Phantom 4
642,306.06,8.53,45.63,82.55,Balally,Ireland,Ireland,06-03-2014,Euro,TRUE,6909,Holy Stone,DJI Inspire 2
643,21.24,81.54,15.42,94.95,Old Kilcullen,Ireland,Ireland,08-10-2015,Euro,FALSE,4715,UDI,DJI Inspire 2
644,416.98,9.88,62.05,93.52,Ashbourne,Ireland,Ireland,2/28/2015,Euro,TRUE,392,Syma,Parrot Bebop 2
645,112.1,31.4,32.34,45.54,Gort,Ireland,Ireland,05-07-2012,Euro,TRUE,7129,Syma,DJI Mavic Pro
646,392.85,72.74,57.91,97.18,Old Kilcullen,Ireland,Ireland,5/16/2015,Euro,TRUE,451,Autel Robotics,Yuneec Typhoon H Pro
647,62.37,41.76,64.29,25.19,Ardee,Ireland,Ireland,9/28/2014,Euro,FALSE,2547,Holy Stone,Yuneec Typhoon H Pro
648,236,48.31,18.49,50.21,Dublin,Ireland,Ireland,2/18/2014,Euro,FALSE,6595,Potensic,Yuneec Typhoon H Pro
649,342.95,12.83,71.69,40.31,Ballymun,Ireland,Ireland,04-09-2012,Euro,FALSE,1003,Holy Stone,DJI Mavic Pro
650,187.06,34.62,35.5,50.11,Old Kilcullen,Ireland,Ireland,3/25/2012,Euro,FALSE,5606,Yuneec,DJI Inspire 2
651,494.51,37.13,25.62,94.62,Ballinteer,Ireland,Ireland,10-01-2014,Euro,TRUE,3912,Holy Stone,Parrot Bebop 2
652,162.91,1.1,85.83,46.7,Swinford,Ireland,Ireland,5/22/2012,Euro,TRUE,6565,Syma,DJI Mavic Pro
653,319.1,81.21,81.91,73.24,Ballinteer,Ireland,Ireland,1/22/2012,Euro,FALSE,1097,Potensic,DJI Inspire 2
654,336.76,50.59,59.55,54.82,Dublin,Ireland,Ireland,2/26/2013,Euro,FALSE,9084,Potensic,DJI Inspire 2
655,285.84,25.14,92.14,62.48,Aghada,Ireland,Ireland,08-08-2015,Euro,TRUE,5860,Holy Stone,Yuneec Typhoon H Pro
656,24.43,58.95,80.59,3.52,Newmarket on Fergus,Ireland,Ireland,07-08-2013,Euro,FALSE,238,Hubsan,DJI Phantom 4
657,292.16,47.82,15.29,11.65,Killumney,Ireland,Ireland,2/26/2014,Euro,TRUE,6682,Potensic,DJI Phantom 4
658,312.62,40.24,80.6,49.11,Gorey,Ireland,Ireland,5/27/2015,Euro,FALSE,5582,Potensic,Yuneec Typhoon H Pro
659,130.93,59.82,74.91,44.9,Cork,Ireland,Ireland,07-03-2015,Euro,FALSE,9001,Parrot,DJI Mavic Pro
660,74.76,16.64,78.66,48.89,Ballyjamesduff,Ireland,Ireland,11-01-2015,Euro,FALSE,7963,UDI,Yuneec Typhoon H Pro
661,53.91,48.06,15.73,14.03,Castleknock,Ireland,Ireland,09-07-2015,Euro,TRUE,1693,Hubsan,DJI Mavic Pro
662,305.48,97.17,49.54,75.5,Portumna,Ireland,Ireland,11-01-2015,Euro,FALSE,4130,Potensic,Yuneec Typhoon H Pro
663,356.09,51.94,70.97,98.03,Dundrum,Ireland,Ireland,4/18/2012,Euro,TRUE,2313,Autel Robotics,Yuneec Typhoon H Pro
664,47.28,74.87,7.19,34.68,Sallins,Ireland,Ireland,8/21/2013,Euro,FALSE,399,Parrot,Parrot Bebop 2
665,182.22,88.57,91.94,67.28,Monkstown,Ireland,Ireland,11-05-2013,Euro,FALSE,7508,JJRC,DJI Inspire 2
666,232.38,67.82,46.38,86.01,Edgeworthstown,Ireland,Ireland,07-07-2013,Euro,FALSE,6651,Autel Robotics,Parrot Bebop 2
667,300.74,9.47,20.92,69.78,Kinlough,Ireland,Ireland,7/28/2015,Euro,TRUE,4038,Autel Robotics,Parrot Bebop 2
668,220.35,88.46,10.13,19.4,Thomastown,Ireland,Ireland,05-05-2014,Euro,FALSE,9305,Syma,Parrot Bebop 2
669,445.3,75.09,26.46,96.27,Trá Mhór,Ireland,Ireland,10/18/2012,Euro,FALSE,2626,3DR,DJI Inspire 2
670,167.17,26.08,99.53,73.89,Ballymun,Ireland,Ireland,8/18/2012,Euro,FALSE,1657,Autel Robotics,DJI Mavic Pro
671,177.63,80.67,44.25,1.07,Ashbourne,Ireland,Ireland,5/23/2015,Euro,FALSE,6171,Holy Stone,Yuneec Typhoon H Pro
672,42.67,36.94,44.81,36.52,Kilkenny,Ireland,Ireland,05-02-2012,Euro,TRUE,476,Autel Robotics,DJI Inspire 2
673,184.89,29.87,45.08,31.21,Killorglin,Ireland,Ireland,9/18/2014,Euro,FALSE,7881,3DR,DJI Inspire 2
674,240.55,36.66,69.95,80.53,Youghal,Ireland,Ireland,6/23/2015,Euro,FALSE,234,Parrot,Parrot Bebop 2
675,265.06,95.63,30.82,39.67,Ballybofey,Ireland,Ireland,12/28/2014,Euro,TRUE,5048,Syma,DJI Phantom 4
676,258.34,7.78,50.29,34.23,Blessington,Ireland,Ireland,06-04-2015,Euro,FALSE,2328,DJI,DJI Inspire 2
677,424.95,83.29,79.47,23,Ballyboden,Ireland,Ireland,10/23/2014,Euro,FALSE,6281,Syma,DJI Mavic Pro
678,362.75,11.17,66,55.14,Castleblayney,Ireland,Ireland,6/17/2013,Euro,TRUE,7996,Hubsan,Yuneec Typhoon H Pro
679,54.17,53.8,59.03,47.82,Foxrock,Ireland,Ireland,8/21/2013,Euro,FALSE,1547,3DR,DJI Mavic Pro
680,222.7,82.42,14.42,92.16,Ballisodare,Ireland,Ireland,12-11-2012,Euro,TRUE,6347,Holy Stone,DJI Phantom 4
681,181.04,13.5,99.84,73.53,Ballyjamesduff,Ireland,Ireland,05-06-2012,Euro,FALSE,8747,3DR,DJI Inspire 2
682,32.11,42.39,23.94,19.6,Foxrock,Ireland,Ireland,2/13/2014,Euro,TRUE,7234,UDI,DJI Phantom 4
683,430.59,24.93,11.59,52.94,Kingscourt,Ireland,Ireland,8/25/2012,Euro,TRUE,9852,3DR,Yuneec Typhoon H Pro
684,146.43,88.99,70.9,39.75,Blarney,Ireland,Ireland,7/23/2013,Euro,TRUE,1046,UDI,Parrot Bebop 2
685,298.4,50.92,52.73,9.33,Eadestown,Ireland,Ireland,02-09-2013,Euro,FALSE,7555,Syma,Yuneec Typhoon H Pro
686,302.37,56.06,3.21,39.94,Rathdrum,Ireland,Ireland,07-01-2014,Euro,FALSE,1650,Potensic,DJI Inspire 2
687,347.95,4.58,70.13,42.96,Donegal,Ireland,Ireland,8/16/2012,Euro,FALSE,9512,3DR,DJI Inspire 2
688,496.67,27.88,10.93,11.83,Donabate,Ireland,Ireland,8/24/2015,Euro,FALSE,2418,Hubsan,DJI Phantom 4
689,127.37,6.83,57.13,91.95,Lucan,Ireland,Ireland,6/29/2013,Euro,FALSE,4750,Autel Robotics,DJI Mavic Pro
690,149.32,5.79,15.21,93.98,Adare,Ireland,Ireland,1/31/2015,Euro,TRUE,2406,UDI,DJI Phantom 4
691,156.21,9.35,96.59,34.48,Greenhills,Ireland,Ireland,1/24/2013,Euro,FALSE,1651,Autel Robotics,DJI Inspire 2
692,204.7,24.45,31.2,96.84,Birr,Ireland,Ireland,1/27/2015,Euro,TRUE,6582,UDI,DJI Inspire 2
693,395.82,43.61,28.27,4.26,Ballymun,Ireland,Ireland,09-02-2012,Euro,TRUE,7053,3DR,Yuneec Typhoon H Pro
694,487.16,90.48,32.39,28.03,Booterstown,Ireland,Ireland,12/19/2014,Euro,TRUE,6627,Autel Robotics,DJI Phantom 4
695,191.79,88.76,79.86,45.11,Arklow,Ireland,Ireland,04-10-2013,Euro,TRUE,9640,Syma,Parrot Bebop 2
696,441.72,30.48,20.03,81.09,Kilcullen,Ireland,Ireland,9/21/2012,Euro,TRUE,1594,3DR,Parrot Bebop 2
697,210.14,19.52,87.63,13.84,Booterstown,Ireland,Ireland,10/13/2013,Euro,TRUE,7572,JJRC,Parrot Bebop 2
698,117.54,73.6,79.67,6.63,Drumcondra,Ireland,Ireland,4/14/2015,Euro,FALSE,8581,DJI,Parrot Bebop 2
699,37.06,18.24,55.44,72.96,Kilkenny,Ireland,Ireland,2/24/2015,Euro,TRUE,753,Autel Robotics,DJI Inspire 2
700,437.42,13.18,46.64,86.1,Caherconlish,Ireland,Ireland,7/28/2013,Euro,FALSE,3604,DJI,DJI Inspire 2
701,12.56,3.97,39.94,15.89,Dún Laoghaire,Ireland,Ireland,10/20/2015,Euro,FALSE,6345,3DR,Yuneec Typhoon H Pro
702,185.62,43.51,77.71,91.93,Ballybofey,Ireland,Ireland,6/24/2012,Euro,FALSE,4901,DJI,Yuneec Typhoon H Pro
703,360.32,78.96,80.08,2.01,Tralee,Ireland,Ireland,4/14/2014,Euro,FALSE,1931,Autel Robotics,Yuneec Typhoon H Pro
704,435.43,19.02,48.54,47.4,Bagenalstown,Ireland,Ireland,3/18/2012,Euro,FALSE,4853,Holy Stone,DJI Mavic Pro
705,352.44,68.07,64.27,57.37,Athlone,Ireland,Ireland,9/18/2013,Euro,FALSE,9711,JJRC,DJI Mavic Pro
706,269.15,9.41,19.35,14.35,Kiltamagh,Ireland,Ireland,10/13/2014,Euro,TRUE,6830,Syma,Parrot Bebop 2
707,211.12,52.64,17.3,71.47,Athlone,Ireland,Ireland,2/16/2015,Euro,FALSE,2965,3DR,DJI Phantom 4
708,145.6,29.91,55.03,4.91,Adare,Ireland,Ireland,02-06-2015,Euro,TRUE,4496,Holy Stone,Parrot Bebop 2
709,230.43,22.97,7.41,42.36,Cherryville,Ireland,Ireland,04-01-2015,Euro,FALSE,1162,Yuneec,Parrot Bebop 2
710,335.33,97.11,26.13,47,Cill Airne,Ireland,Ireland,01-12-2012,Euro,FALSE,4847,JJRC,DJI Mavic Pro
711,225.59,34.76,3.05,82.18,Rathnew,Ireland,Ireland,1/25/2013,Euro,FALSE,8610,JJRC,DJI Inspire 2
712,226.01,29.62,73.79,37.82,Bearna,Ireland,Ireland,7/25/2013,Euro,FALSE,8921,Parrot,DJI Inspire 2
713,20.61,78.24,86.3,6.29,Shankill,Ireland,Ireland,08-01-2015,Euro,TRUE,4776,3DR,DJI Mavic Pro
714,137.42,9.46,15.68,1.48,Kinnegad,Ireland,Ireland,02-12-2013,Euro,FALSE,1540,JJRC,DJI Mavic Pro
715,172.58,75.09,71.59,2.92,Kanturk,Ireland,Ireland,6/17/2013,Euro,TRUE,4140,Syma,Yuneec Typhoon H Pro
